cliente_id,codigo_cliente,razao_social,segmento,cidade,uf,data_cadastro,ativo
767,CLI000767,Cliente 0767,Bar,São Luís,MA,2025-01-09,True
768,CLI000768,Cliente 0768,Atacado,Maracanaú,CE,2021-09-10,True
769,CLI000769,Cliente 0769,Atacado,Maracanaú,CE,2023-09-27,True
770,CLI000770,Cliente 0770,Conveniência,Olinda,PE,2024-07-19,True
771,CLI000771,Cliente 0771,Restaurante,Recife,PE,2024-11-15,True
772,CLI000772,Cliente 0772,Bar,Fortaleza,CE,2021-05-03,True
773,CLI000773,Cliente 0773,Conveniência,Recife,PE,2022-06-14,True
774,CLI000774,Cliente 0774,Conveniência,Fortaleza,CE,2023-04-10,True
775,CLI000775,Cliente 0775,Mercadinho,Salvador,BA,2025-03-16,True
776,CLI000776,Cliente 0776,Atacado,Recife,PE,2023-03-24,True
777,CLI000777,Cliente 0777,Bar,Recife,PE,2022-04-24,True
778,CLI000778,Cliente 0778,Supermercado,Olinda,PE,2022-04-27,True
779,CLI000779,Cliente 0779,Supermercado,Salvador,BA,2021-02-03,True
780,CLI000780,Cliente 0780,Atacado,São Luís,MA,2021-09-02,True
781,CLI000781,Cliente 0781,Atacado,Salvador,BA,2023-08-19,True
782,CLI000782,Cliente 0782,Supermercado,São Luís,MA,2025-05-13,True
783,CLI000783,Cliente 0783,Mercadinho,Caucaia,CE,2025-07-16,True
784,CLI000784,Cliente 0784,Atacado,Fortaleza,CE,2023-07-28,True
785,CLI000785,Cliente 0785,Bar,Caucaia,CE,2021-12-17,True
786,CLI000786,Cliente 0786,Mercadinho,Fortaleza,CE,2022-07-19,True
787,CLI000787,Cliente 0787,Atacado,Salvador,BA,2023-03-18,True
788,CLI000788,Cliente 0788,Bar,Olinda,PE,2025-06-12,True
789,CLI000789,Cliente 0789,Supermercado,Feira de Santana,BA,2024-12-25,True
790,CLI000790,Cliente 0790,Restaurante,Feira de Santana,BA,2024-03-19,True
791,CLI000791,Cliente 0791,Mercadinho,Recife,PE,2023-04-18,True
792,CLI000792,Cliente 0792,Supermercado,Feira de Santana,BA,2022-12-05,True
793,CLI000793,Cliente 0793,Supermercado,Fortaleza,CE,2024-08-05,True
794,CLI000794,Cliente 0794,Bar,Salvador,BA,2023-05-18,True
795,CLI000795,Cliente 0795,Bar,Fortaleza,CE,2021-12-06,True
796,CLI000796,Cliente 0796,Bar,Olinda,PE,2021-08-24,True
797,CLI000797,Cliente 0797,Restaurante,Salvador,BA,2025-09-26,True
798,CLI000798,Cliente 0798,Bar,Fortaleza,CE,2021-06-28,True
799,CLI000799,Cliente 0799,Atacado,Recife,PE,2025-11-21,True
800,CLI000800,Cliente 0800,Restaurante,Olinda,PE,2023-11-17,True
801,CLI000801,Cliente 0801,Mercadinho,São Luís,MA,2024-10-10,True
802,CLI000802,Cliente 0802,Supermercado,Caucaia,CE,2023-07-21,True
803,CLI000803,Cliente 0803,Mercadinho,Feira de Santana,BA,2021-03-11,True
804,CLI000804,Cliente 0804,Conveniência,Salvador,BA,2023-12-09,True
805,CLI000805,Cliente 0805,Restaurante,Feira de Santana,BA,2024-06-24,True
806,CLI000806,Cliente 0806,Bar,São Luís,MA,2022-03-28,False
807,CLI000807,Cliente 0807,Conveniência,Recife,PE,2023-12-23,True
808,CLI000808,Cliente 0808,Supermercado,Recife,PE,2024-02-04,True
809,CLI000809,Cliente 0809,Atacado,São Luís,MA,2021-01-25,True
810,CLI000810,Cliente 0810,Mercadinho,Maracanaú,CE,2023-10-05,True
811,CLI000811,Cliente 0811,Restaurante,Feira de Santana,BA,2022-04-24,True
812,CLI000812,Cliente 0812,Supermercado,Caucaia,CE,2025-03-01,True
813,CLI000813,Cliente 0813,Restaurante,Salvador,BA,2024-08-28,True
814,CLI000814,Cliente 0814,Atacado,Olinda,PE,2024-03-23,True
815,CLI000815,Cliente 0815,Conveniência,São Luís,MA,2025-07-17,True
816,CLI000816,Cliente 0816,Restaurante,Olinda,PE,2024-09-08,True
817,CLI000817,Cliente 0817,Restaurante,São Luís,MA,2023-07-09,True
818,CLI000818,Cliente 0818,Mercadinho,Fortaleza,CE,2025-03-12,True
819,CLI000819,Cliente 0819,Conveniência,Fortaleza,CE,2024-08-10,False
820,CLI000820,Cliente 0820,Restaurante,Feira de Santana,BA,2025-04-26,False
821,CLI000821,Cliente 0821,Supermercado,Salvador,BA,2024-09-14,True
822,CLI000822,Cliente 0822,Conveniência,Caucaia,CE,2024-07-08,True
823,CLI000823,Cliente 0823,Conveniência,Feira de Santana,BA,2022-09-25,True
824,CLI000824,Cliente 0824,Restaurante,Olinda,PE,2025-05-14,True
825,CLI000825,Cliente 0825,Supermercado,Maracanaú,CE,2022-05-04,True
826,CLI000826,Cliente 0826,Restaurante,São Luís,MA,2025-08-07,True
827,CLI000827,Cliente 0827,Mercadinho,Caucaia,CE,2025-01-06,True
828,CLI000828,Cliente 0828,Restaurante,Olinda,PE,2022-12-15,True
829,CLI000829,Cliente 0829,Mercadinho,Recife,PE,2022-01-16,True
830,CLI000830,Cliente 0830,Restaurante,Feira de Santana,BA,2024-06-15,True
831,CLI000831,Cliente 0831,Restaurante,Fortaleza,CE,2021-03-02,True
832,CLI000832,Cliente 0832,Mercadinho,Feira de Santana,BA,2025-08-06,True
833,CLI000833,Cliente 0833,Bar,Olinda,PE,2021-02-25,True
834,CLI000834,Cliente 0834,Bar,Feira de Santana,BA,2022-12-02,True
835,CLI000835,Cliente 0835,Atacado,Maracanaú,CE,2022-08-13,True
836,CLI000836,Cliente 0836,Restaurante,Olinda,PE,2022-11-24,True
837,CLI000837,Cliente 0837,Restaurante,Maracanaú,CE,2024-11-10,True
838,CLI000838,Cliente 0838,Conveniência,Fortaleza,CE,2022-02-08,True
839,CLI000839,Cliente 0839,Mercadinho,Salvador,BA,2022-05-19,True
840,CLI000840,Cliente 0840,Mercadinho,Recife,PE,2021-10-26,True
841,CLI000841,Cliente 0841,Restaurante,Caucaia,CE,2021-04-06,True
842,CLI000842,Cliente 0842,Conveniência,Salvador,BA,2021-01-12,True
843,CLI000843,Cliente 0843,Supermercado,Maracanaú,CE,2024-04-11,True
844,CLI000844,Cliente 0844,Bar,Salvador,BA,2022-01-23,True
845,CLI000845,Cliente 0845,Restaurante,Caucaia,CE,2021-08-23,True
846,CLI000846,Cliente 0846,Atacado,Olinda,PE,2024-04-19,True
847,CLI000847,Cliente 0847,Restaurante,Salvador,BA,2024-05-28,True
848,CLI000848,Cliente 0848,Mercadinho,Caucaia,CE,2025-03-15,True
849,CLI000849,Cliente 0849,Atacado,Olinda,PE,2023-08-01,True
850,CLI000850,Cliente 0850,Conveniência,Feira de Santana,BA,2022-01-20,True
851,CLI000851,Cliente 0851,Restaurante,Recife,PE,2021-11-18,True
852,CLI000852,Cliente 0852,Atacado,Recife,PE,2024-09-05,True
853,CLI000853,Cliente 0853,Bar,Salvador,BA,2023-02-04,True
854,CLI000854,Cliente 0854,Mercadinho,Maracanaú,CE,2022-03-28,True
855,CLI000855,Cliente 0855,Bar,Maracanaú,CE,2022-02-02,True
856,CLI000856,Cliente 0856,Conveniência,Feira de Santana,BA,2024-09-20,True
857,CLI000857,Cliente 0857,Mercadinho,Olinda,PE,2023-04-20,True
858,CLI000858,Cliente 0858,Supermercado,Fortaleza,CE,2024-02-15,True
859,CLI000859,Cliente 0859,Restaurante,Fortaleza,CE,2025-12-14,True
860,CLI000860,Cliente 0860,Atacado,Fortaleza,CE,2023-09-02,True
861,CLI000861,Cliente 0861,Mercadinho,Olinda,PE,2022-09-04,True
862,CLI000862,Cliente 0862,Atacado,Recife,PE,2024-04-07,True
863,CLI000863,Cliente 0863,Atacado,Recife,PE,2022-09-24,True
864,CLI000864,Cliente 0864,Conveniência,Maracanaú,CE,2025-06-22,True
865,CLI000865,Cliente 0865,Mercadinho,Feira de Santana,BA,2022-03-18,True
866,CLI000866,Cliente 0866,Conveniência,Salvador,BA,2022-09-20,True
867,CLI000867,Cliente 0867,Restaurante,Salvador,BA,2025-06-28,True
868,CLI000868,Cliente 0868,Conveniência,Feira de Santana,BA,2023-10-08,True
869,CLI000869,Cliente 0869,Bar,Recife,PE,2025-12-09,True
870,CLI000870,Cliente 0870,Bar,São Luís,MA,2024-01-24,True
871,CLI000871,Cliente 0871,Atacado,Olinda,PE,2021-09-05,True
872,CLI000872,Cliente 0872,Mercadinho,Olinda,PE,2023-04-07,True
873,CLI000873,Cliente 0873,Conveniência,Fortaleza,CE,2023-09-17,True
874,CLI000874,Cliente 0874,Mercadinho,Caucaia,CE,2021-08-12,True
875,CLI000875,Cliente 0875,Restaurante,Olinda,PE,2025-04-08,True
876,CLI000876,Cliente 0876,Mercadinho,Olinda,PE,2025-07-19,True
877,CLI000877,Cliente 0877,Conveniência,Maracanaú,CE,2023-08-06,True
878,CLI000878,Cliente 0878,Atacado,Maracanaú,CE,2023-01-24,True
879,CLI000879,Cliente 0879,Mercadinho,Feira de Santana,BA,2021-06-12,True
880,CLI000880,Cliente 0880,Bar,Feira de Santana,BA,2021-04-24,True
881,CLI000881,Cliente 0881,Conveniência,Fortaleza,CE,2024-01-10,True
882,CLI000882,Cliente 0882,Atacado,Salvador,BA,2025-03-11,True
883,CLI000883,Cliente 0883,Supermercado,Recife,PE,2021-11-24,True
884,CLI000884,Cliente 0884,Atacado,São Luís,MA,2025-09-03,True
885,CLI000885,Cliente 0885,Bar,Olinda,PE,2022-03-11,True
886,CLI000886,Cliente 0886,Atacado,Fortaleza,CE,2024-05-03,True
887,CLI000887,Cliente 0887,Conveniência,Feira de Santana,BA,2022-03-16,True
888,CLI000888,Cliente 0888,Bar,São Luís,MA,2025-04-18,True
889,CLI000889,Cliente 0889,Supermercado,Recife,PE,2021-05-25,True
890,CLI000890,Cliente 0890,Mercadinho,Maracanaú,CE,2024-07-12,True
891,CLI000891,Cliente 0891,Restaurante,Salvador,BA,2025-11-01,True
892,CLI000892,Cliente 0892,Restaurante,Caucaia,CE,2025-08-20,True
893,CLI000893,Cliente 0893,Supermercado,Fortaleza,CE,2022-11-12,True
894,CLI000894,Cliente 0894,Mercadinho,Maracanaú,CE,2021-04-20,True
895,CLI000895,Cliente 0895,Mercadinho,Olinda,PE,2023-12-26,True
896,CLI000896,Cliente 0896,Bar,São Luís,MA,2021-06-07,True
897,CLI000897,Cliente 0897,Supermercado,Recife,PE,2025-09-25,True
898,CLI000898,Cliente 0898,Atacado,São Luís,MA,2022-12-23,True
899,CLI000899,Cliente 0899,Atacado,Feira de Santana,BA,2025-01-09,True
900,CLI000900,Cliente 0900,Supermercado,Olinda,PE,2025-05-02,True
901,CLI000901,Cliente 0901,Mercadinho,Fortaleza,CE,2024-11-09,True
902,CLI000902,Cliente 0902,Mercadinho,Salvador,BA,2021-05-28,True
903,CLI000903,Cliente 0903,Supermercado,Feira de Santana,BA,2024-09-23,True
904,CLI000904,Cliente 0904,Bar,Salvador,BA,2025-09-03,True
905,CLI000905,Cliente 0905,Atacado,São Luís,MA,2021-01-08,True
906,CLI000906,Cliente 0906,Restaurante,Olinda,PE,2024-07-24,True
907,CLI000907,Cliente 0907,Conveniência,Salvador,BA,2023-06-21,True
908,CLI000908,Cliente 0908,Mercadinho,Olinda,PE,2023-07-27,True
909,CLI000909,Cliente 0909,Supermercado,Olinda,PE,2022-06-13,True
910,CLI000910,Cliente 0910,Conveniência,Maracanaú,CE,2024-09-22,True
911,CLI000911,Cliente 0911,Bar,Recife,PE,2022-10-05,True
912,CLI000912,Cliente 0912,Atacado,Olinda,PE,2023-08-18,True
913,CLI000913,Cliente 0913,Atacado,Caucaia,CE,2025-11-26,True
914,CLI000914,Cliente 0914,Restaurante,Caucaia,CE,2025-03-14,True
915,CLI000915,Cliente 0915,Conveniência,Caucaia,CE,2025-03-11,True
916,CLI000916,Cliente 0916,Supermercado,Maracanaú,CE,2023-03-24,False
917,CLI000917,Cliente 0917,Bar,Salvador,BA,2024-05-15,True
918,CLI000918,Cliente 0918,Supermercado,Olinda,PE,2022-02-05,True
919,CLI000919,Cliente 0919,Atacado,Olinda,PE,2025-10-08,True
920,CLI000920,Cliente 0920,Conveniência,Recife,PE,2021-06-03,True
921,CLI000921,Cliente 0921,Supermercado,São Luís,MA,2025-10-16,True
922,CLI000922,Cliente 0922,Supermercado,Salvador,BA,2024-08-16,True
923,CLI000923,Cliente 0923,Supermercado,Recife,PE,2021-07-25,True
924,CLI000924,Cliente 0924,Bar,Olinda,PE,2022-12-22,True
925,CLI000925,Cliente 0925,Mercadinho,Recife,PE,2022-08-28,True
926,CLI000926,Cliente 0926,Bar,Salvador,BA,2022-07-13,True
927,CLI000927,Cliente 0927,Conveniência,Feira de Santana,BA,2023-07-20,True
928,CLI000928,Cliente 0928,Atacado,Fortaleza,CE,2021-08-15,True
929,CLI000929,Cliente 0929,Supermercado,Fortaleza,CE,2025-09-13,True
930,CLI000930,Cliente 0930,Atacado,Fortaleza,CE,2024-09-25,True
931,CLI000931,Cliente 0931,Supermercado,Fortaleza,CE,2023-08-13,True
932,CLI000932,Cliente 0932,Bar,Olinda,PE,2022-07-10,True
933,CLI000933,Cliente 0933,Conveniência,Fortaleza,CE,2025-03-15,True
934,CLI000934,Cliente 0934,Mercadinho,São Luís,MA,2025-02-06,True
935,CLI000935,Cliente 0935,Bar,Caucaia,CE,2024-06-15,False
936,CLI000936,Cliente 0936,Atacado,São Luís,MA,2022-08-03,True
937,CLI000937,Cliente 0937,Conveniência,Caucaia,CE,2021-02-04,True
938,CLI000938,Cliente 0938,Mercadinho,Salvador,BA,2025-12-13,True
939,CLI000939,Cliente 0939,Bar,Caucaia,CE,2025-07-02,True
940,CLI000940,Cliente 0940,Atacado,Salvador,BA,2022-03-28,True
941,CLI000941,Cliente 0941,Bar,Fortaleza,CE,2023-05-24,True
942,CLI000942,Cliente 0942,Restaurante,São Luís,MA,2022-02-05,True
943,CLI000943,Cliente 0943,Atacado,Fortaleza,CE,2023-01-15,True
944,CLI000944,Cliente 0944,Atacado,São Luís,MA,2021-10-16,True
945,CLI000945,Cliente 0945,Bar,São Luís,MA,2024-08-03,True
946,CLI000946,Cliente 0946,Supermercado,Fortaleza,CE,2025-05-20,True
947,CLI000947,Cliente 0947,Mercadinho,Recife,PE,2022-03-02,True
948,CLI000948,Cliente 0948,Supermercado,Fortaleza,CE,2021-11-19,True
949,CLI000949,Cliente 0949,Restaurante,Olinda,PE,2021-01-04,True
950,CLI000950,Cliente 0950,Supermercado,Caucaia,CE,2023-10-22,True
951,CLI000951,Cliente 0951,Bar,Caucaia,CE,2025-06-02,True
952,CLI000952,Cliente 0952,Restaurante,Olinda,PE,2023-07-27,True
953,CLI000953,Cliente 0953,Atacado,Feira de Santana,BA,2021-05-16,True
954,CLI000954,Cliente 0954,Restaurante,Olinda,PE,2025-07-17,True
955,CLI000955,Cliente 0955,Atacado,Recife,PE,2021-02-19,True
956,CLI000956,Cliente 0956,Bar,Maracanaú,CE,2025-12-10,True
957,CLI000957,Cliente 0957,Restaurante,Salvador,BA,2025-10-20,True
958,CLI000958,Cliente 0958,Atacado,Caucaia,CE,2025-08-17,True
959,CLI000959,Cliente 0959,Bar,São Luís,MA,2022-10-08,True
960,CLI000960,Cliente 0960,Mercadinho,Recife,PE,2021-01-15,True
961,CLI000961,Cliente 0961,Conveniência,Maracanaú,CE,2022-10-14,True
962,CLI000962,Cliente 0962,Restaurante,Salvador,BA,2025-11-07,False
963,CLI000963,Cliente 0963,Conveniência,Recife,PE,2023-05-26,True
964,CLI000964,Cliente 0964,Atacado,Olinda,PE,2025-06-25,False
965,CLI000965,Cliente 0965,Restaurante,Salvador,BA,2024-12-19,True
966,CLI000966,Cliente 0966,Supermercado,Fortaleza,CE,2022-06-27,True
967,CLI000967,Cliente 0967,Bar,São Luís,MA,2021-11-05,True
968,CLI000968,Cliente 0968,Atacado,São Luís,MA,2023-08-26,True
969,CLI000969,Cliente 0969,Atacado,Fortaleza,CE,2023-10-24,True
970,CLI000970,Cliente 0970,Supermercado,Fortaleza,CE,2025-11-11,True
971,CLI000971,Cliente 0971,Mercadinho,Salvador,BA,2022-05-27,True
972,CLI000972,Cliente 0972,Conveniência,Feira de Santana,BA,2025-03-19,True
973,CLI000973,Cliente 0973,Atacado,Caucaia,CE,2021-05-23,True
974,CLI000974,Cliente 0974,Restaurante,Fortaleza,CE,2024-02-16,True
975,CLI000975,Cliente 0975,Bar,Salvador,BA,2023-04-17,True
976,CLI000976,Cliente 0976,Restaurante,Maracanaú,CE,2021-04-03,True
977,CLI000977,Cliente 0977,Bar,Fortaleza,CE,2025-03-07,True
978,CLI000978,Cliente 0978,Conveniência,São Luís,MA,2025-05-25,True
979,CLI000979,Cliente 0979,Atacado,Maracanaú,CE,2022-04-24,True
980,CLI000980,Cliente 0980,Conveniência,Feira de Santana,BA,2025-02-01,True
981,CLI000981,Cliente 0981,Conveniência,Fortaleza,CE,2025-02-11,True
982,CLI000982,Cliente 0982,Mercadinho,Fortaleza,CE,2025-11-24,True
983,CLI000983,Cliente 0983,Conveniência,Olinda,PE,2022-06-07,True
984,CLI000984,Cliente 0984,Atacado,Olinda,PE,2023-08-22,True
985,CLI000985,Cliente 0985,Supermercado,Caucaia,CE,2023-02-01,True
986,CLI000986,Cliente 0986,Supermercado,Maracanaú,CE,2025-06-18,True
987,CLI000987,Cliente 0987,Conveniência,Caucaia,CE,2023-10-08,True
988,CLI000988,Cliente 0988,Atacado,Olinda,PE,2023-09-15,True
989,CLI000989,Cliente 0989,Bar,Fortaleza,CE,2021-02-13,True
990,CLI000990,Cliente 0990,Bar,Feira de Santana,BA,2022-12-20,True
991,CLI000991,Cliente 0991,Atacado,São Luís,MA,2023-05-11,True
992,CLI000992,Cliente 0992,Bar,Maracanaú,CE,2025-03-03,True
993,CLI000993,Cliente 0993,Mercadinho,São Luís,MA,2024-05-22,True
994,CLI000994,Cliente 0994,Bar,São Luís,MA,2022-04-05,True
995,CLI000995,Cliente 0995,Restaurante,Olinda,PE,2024-03-23,True
996,CLI000996,Cliente 0996,Restaurante,Salvador,BA,2024-08-01,True
997,CLI000997,Cliente 0997,Restaurante,Maracanaú,CE,2024-08-28,True
998,CLI000998,Cliente 0998,Atacado,Salvador,BA,2025-03-17,True
999,CLI000999,Cliente 0999,Restaurante,Maracanaú,CE,2025-11-03,True
1000,CLI001000,Cliente 1000,Bar,São Luís,MA,2025-07-08,True
1001,CLI001001,Cliente 1001,Bar,Caucaia,CE,2024-02-11,True
1002,CLI001002,Cliente 1002,Bar,Feira de Santana,BA,2025-06-18,True
1003,CLI001003,Cliente 1003,Conveniência,Caucaia,CE,2021-12-23,True
1004,CLI001004,Cliente 1004,Mercadinho,São Luís,MA,2025-10-15,True
1005,CLI001005,Cliente 1005,Bar,Maracanaú,CE,2022-05-13,True
1006,CLI001006,Cliente 1006,Conveniência,Maracanaú,CE,2025-07-11,True
1007,CLI001007,Cliente 1007,Mercadinho,Fortaleza,CE,2022-03-19,True
1008,CLI001008,Cliente 1008,Supermercado,Fortaleza,CE,2022-08-18,True
1009,CLI001009,Cliente 1009,Supermercado,São Luís,MA,2022-11-11,True
1010,CLI001010,Cliente 1010,Bar,Olinda,PE,2023-02-19,False
1011,CLI001011,Cliente 1011,Supermercado,Feira de Santana,BA,2023-01-12,True
1012,CLI001012,Cliente 1012,Mercadinho,Fortaleza,CE,2025-06-04,True
1013,CLI001013,Cliente 1013,Supermercado,Fortaleza,CE,2024-12-19,True
1014,CLI001014,Cliente 1014,Conveniência,Salvador,BA,2024-07-13,True
1015,CLI001015,Cliente 1015,Conveniência,Recife,PE,2022-08-05,True
1016,CLI001016,Cliente 1016,Restaurante,Feira de Santana,BA,2024-03-10,True
1017,CLI001017,Cliente 1017,Supermercado,Caucaia,CE,2021-02-21,False
1018,CLI001018,Cliente 1018,Conveniência,São Luís,MA,2024-03-03,True
1019,CLI001019,Cliente 1019,Bar,Feira de Santana,BA,2025-07-20,True
1020,CLI001020,Cliente 1020,Atacado,Feira de Santana,BA,2024-07-12,True
1021,CLI001021,Cliente 1021,Atacado,Feira de Santana,BA,2021-10-16,True
1022,CLI001022,Cliente 1022,Conveniência,Recife,PE,2025-05-14,True
1023,CLI001023,Cliente 1023,Mercadinho,Salvador,BA,2021-10-16,True
1024,CLI001024,Cliente 1024,Atacado,Maracanaú,CE,2024-12-03,True
1025,CLI001025,Cliente 1025,Bar,Olinda,PE,2025-02-17,True
1026,CLI001026,Cliente 1026,Supermercado,Maracanaú,CE,2024-11-24,True
1027,CLI001027,Cliente 1027,Conveniência,Maracanaú,CE,2025-10-10,True
1028,CLI001028,Cliente 1028,Atacado,Salvador,BA,2021-08-15,True
1029,CLI001029,Cliente 1029,Atacado,São Luís,MA,2023-07-12,True
1030,CLI001030,Cliente 1030,Restaurante,Olinda,PE,2022-01-23,True
1031,CLI001031,Cliente 1031,Conveniência,Olinda,PE,2025-05-02,True
1032,CLI001032,Cliente 1032,Atacado,Caucaia,CE,2021-11-10,True
1033,CLI001033,Cliente 1033,Restaurante,Fortaleza,CE,2024-02-05,True
1034,CLI001034,Cliente 1034,Restaurante,Olinda,PE,2022-10-09,True
1035,CLI001035,Cliente 1035,Mercadinho,Olinda,PE,2021-10-06,True
1036,CLI001036,Cliente 1036,Conveniência,Caucaia,CE,2024-06-26,True
1037,CLI001037,Cliente 1037,Bar,Recife,PE,2022-09-28,True
1038,CLI001038,Cliente 1038,Supermercado,Maracanaú,CE,2025-03-27,True
1039,CLI001039,Cliente 1039,Bar,Feira de Santana,BA,2022-11-15,True
1040,CLI001040,Cliente 1040,Supermercado,Caucaia,CE,2025-12-27,True
1041,CLI001041,Cliente 1041,Mercadinho,Olinda,PE,2021-03-15,True
1042,CLI001042,Cliente 1042,Bar,Olinda,PE,2025-04-13,True
1043,CLI001043,Cliente 1043,Bar,Feira de Santana,BA,2023-03-17,True
1044,CLI001044,Cliente 1044,Restaurante,Fortaleza,CE,2024-07-22,True
1045,CLI001045,Cliente 1045,Mercadinho,Fortaleza,CE,2025-11-12,True
1046,CLI001046,Cliente 1046,Atacado,Feira de Santana,BA,2023-06-09,True
1047,CLI001047,Cliente 1047,Restaurante,Maracanaú,CE,2025-07-15,True
1048,CLI001048,Cliente 1048,Conveniência,Recife,PE,2025-04-17,True
1049,CLI001049,Cliente 1049,Restaurante,Caucaia,CE,2025-01-22,False
1050,CLI001050,Cliente 1050,Mercadinho,Maracanaú,CE,2024-02-17,True
1051,CLI001051,Cliente 1051,Restaurante,São Luís,MA,2022-12-10,True
1052,CLI001052,Cliente 1052,Mercadinho,Fortaleza,CE,2025-02-02,True
1053,CLI001053,Cliente 1053,Atacado,Recife,PE,2021-12-04,True
1054,CLI001054,Cliente 1054,Bar,Caucaia,CE,2025-03-04,True
1055,CLI001055,Cliente 1055,Restaurante,Olinda,PE,2024-11-03,True
1056,CLI001056,Cliente 1056,Bar,Olinda,PE,2023-05-06,True
1057,CLI001057,Cliente 1057,Mercadinho,Olinda,PE,2024-07-11,True
1058,CLI001058,Cliente 1058,Restaurante,Olinda,PE,2022-08-03,True
1059,CLI001059,Cliente 1059,Atacado,Recife,PE,2024-03-21,True
1060,CLI001060,Cliente 1060,Atacado,Caucaia,CE,2024-04-20,True
1061,CLI001061,Cliente 1061,Conveniência,São Luís,MA,2023-02-02,True
1062,CLI001062,Cliente 1062,Bar,Olinda,PE,2021-08-05,True
1063,CLI001063,Cliente 1063,Mercadinho,Fortaleza,CE,2024-05-05,True
1064,CLI001064,Cliente 1064,Atacado,Feira de Santana,BA,2021-09-23,True
1065,CLI001065,Cliente 1065,Bar,São Luís,MA,2024-07-28,True
1066,CLI001066,Cliente 1066,Atacado,Maracanaú,CE,2022-01-13,True
1067,CLI001067,Cliente 1067,Mercadinho,São Luís,MA,2025-09-12,True
1068,CLI001068,Cliente 1068,Bar,Olinda,PE,2021-11-21,True
1069,CLI001069,Cliente 1069,Mercadinho,Salvador,BA,2024-05-21,True
1070,CLI001070,Cliente 1070,Bar,Fortaleza,CE,2022-05-23,True
1071,CLI001071,Cliente 1071,Conveniência,Maracanaú,CE,2023-08-03,True
1072,CLI001072,Cliente 1072,Conveniência,São Luís,MA,2022-03-02,True
1073,CLI001073,Cliente 1073,Bar,Recife,PE,2024-02-26,True
1074,CLI001074,Cliente 1074,Bar,Olinda,PE,2025-08-01,True
1075,CLI001075,Cliente 1075,Restaurante,Fortaleza,CE,2021-07-04,True
1076,CLI001076,Cliente 1076,Conveniência,São Luís,MA,2025-03-24,True
1077,CLI001077,Cliente 1077,Mercadinho,Maracanaú,CE,2022-08-21,False
1078,CLI001078,Cliente 1078,Supermercado,Fortaleza,CE,2022-01-06,True
1079,CLI001079,Cliente 1079,Mercadinho,Olinda,PE,2024-10-06,True
1080,CLI001080,Cliente 1080,Mercadinho,Maracanaú,CE,2021-08-20,True
1081,CLI001081,Cliente 1081,Mercadinho,Recife,PE,2022-07-11,True
1082,CLI001082,Cliente 1082,Restaurante,Feira de Santana,BA,2021-11-19,True
1083,CLI001083,Cliente 1083,Supermercado,Salvador,BA,2021-10-06,True
1084,CLI001084,Cliente 1084,Restaurante,Maracanaú,CE,2022-07-06,True
1085,CLI001085,Cliente 1085,Bar,Caucaia,CE,2022-10-02,True
1086,CLI001086,Cliente 1086,Supermercado,Feira de Santana,BA,2021-08-03,False
1087,CLI001087,Cliente 1087,Mercadinho,Caucaia,CE,2025-05-14,True
1088,CLI001088,Cliente 1088,Conveniência,São Luís,MA,2022-04-05,True
1089,CLI001089,Cliente 1089,Bar,São Luís,MA,2022-03-20,True
1090,CLI001090,Cliente 1090,Conveniência,Caucaia,CE,2024-10-03,True
1091,CLI001091,Cliente 1091,Restaurante,Olinda,PE,2024-01-18,True
1092,CLI001092,Cliente 1092,Atacado,Maracanaú,CE,2021-10-12,True
1093,CLI001093,Cliente 1093,Bar,Recife,PE,2022-05-02,True
1094,CLI001094,Cliente 1094,Conveniência,Caucaia,CE,2024-08-06,True
1095,CLI001095,Cliente 1095,Mercadinho,Fortaleza,CE,2023-05-07,True
1096,CLI001096,Cliente 1096,Atacado,Salvador,BA,2024-01-04,True
1097,CLI001097,Cliente 1097,Supermercado,Caucaia,CE,2021-08-17,True
1098,CLI001098,Cliente 1098,Conveniência,Recife,PE,2024-10-19,True
1099,CLI001099,Cliente 1099,Conveniência,Recife,PE,2023-04-25,True
1100,CLI001100,Cliente 1100,Mercadinho,Recife,PE,2022-12-14,True
1101,CLI001101,Cliente 1101,Supermercado,Feira de Santana,BA,2021-08-19,True
1102,CLI001102,Cliente 1102,Supermercado,Feira de Santana,BA,2022-10-15,True
1103,CLI001103,Cliente 1103,Supermercado,Salvador,BA,2024-12-07,True
1104,CLI001104,Cliente 1104,Supermercado,Olinda,PE,2023-03-02,True
1105,CLI001105,Cliente 1105,Restaurante,Fortaleza,CE,2022-02-28,True
1106,CLI001106,Cliente 1106,Supermercado,Feira de Santana,BA,2023-04-10,True
1107,CLI001107,Cliente 1107,Atacado,Caucaia,CE,2025-04-03,True
1108,CLI001108,Cliente 1108,Supermercado,São Luís,MA,2025-08-27,True
1109,CLI001109,Cliente 1109,Conveniência,Fortaleza,CE,2024-12-28,True
1110,CLI001110,Cliente 1110,Bar,Salvador,BA,2025-04-19,True
1111,CLI001111,Cliente 1111,Bar,Fortaleza,CE,2021-01-16,True
1112,CLI001112,Cliente 1112,Bar,Fortaleza,CE,2025-07-16,True
1113,CLI001113,Cliente 1113,Bar,Maracanaú,CE,2024-04-03,True
1114,CLI001114,Cliente 1114,Conveniência,Fortaleza,CE,2024-04-05,True
1115,CLI001115,Cliente 1115,Conveniência,Recife,PE,2021-01-16,True
1116,CLI001116,Cliente 1116,Conveniência,Caucaia,CE,2024-10-24,True
