venda_id,data_venda,cliente_id,produto_id,vendedor_id,quantidade,desconto_pct,preco_unitario,valor_bruto,valor_liquido,cd_id
1357,2026-05-20,55,37,34,42,0.0,7.86,330.12,330.12,3
1358,2026-04-07,1610,25,18,35,0.0,12.55,439.25,439.25,1
1359,2026-07-09,2126,62,35,11,0.0,7.28,80.08,80.08,5
1360,2026-04-15,2712,68,50,23,0.0,10.13,232.99,232.99,4
1361,2026-07-28,185,35,18,1,0.0,12.35,12.35,12.35,1
1362,2026-08-07,2181,79,2,48,0.02,11.94,573.12,561.66,4
1363,2026-05-10,2408,36,22,3,0.1,3.74,11.22,10.1,2
1364,2026-05-29,1054,10,37,30,0.0,11.95,358.5,358.5,5
1365,2026-02-26,2239,73,44,25,0.02,8.39,209.75,205.56,2
1366,2026-06-29,1481,32,5,29,0.08,5.34,154.86,142.47,3
1367,2026-05-28,1975,71,53,5,0.0,5.85,29.25,29.25,2
1368,2026-07-18,1170,59,36,18,0.1,3.49,62.82,56.54,1
1369,2026-02-28,532,76,29,41,0.0,4.97,203.77,203.77,3
1370,2026-06-23,2486,52,16,41,0.0,10.54,432.14,432.14,4
1371,2026-04-14,650,48,58,20,0.05,7.79,155.8,148.01,1
1372,2026-02-10,563,19,10,29,0.0,3.17,91.93,91.93,1
1373,2026-02-07,2659,23,27,40,0.02,9.9,396.0,388.08,3
1374,2026-05-04,2810,27,28,31,0.08,7.64,236.84,217.89,5
1375,2026-03-12,1828,25,33,21,0.05,12.55,263.55,250.37,1
1376,2026-01-23,1742,48,14,46,0.0,7.79,358.34,358.34,4
1377,2026-04-04,1083,70,57,49,0.08,10.18,498.82,458.91,3
1378,2026-05-24,1836,3,23,14,0.0,6.04,84.56,84.56,1
1379,2026-03-12,1828,50,43,3,0.0,7.46,22.38,22.38,4
1380,2026-07-30,1551,61,38,39,0.0,7.6,296.4,296.4,5
1381,2026-06-21,1966,36,13,6,0.02,3.74,22.44,21.99,4
1382,2026-04-23,1664,23,57,40,0.0,9.9,396.0,396.0,3
1383,2026-07-25,2638,35,28,39,0.02,12.35,481.65,472.02,5
1384,2026-04-06,2004,67,38,4,0.05,8.43,33.72,32.03,5
1385,2026-01-31,1156,74,39,27,0.0,5.29,142.83,142.83,2
1386,2026-01-08,1966,55,31,36,0.0,6.26,225.36,225.36,3
1387,2026-07-26,691,39,39,4,0.0,4.8,19.2,19.2,2
1388,2026-07-31,643,52,34,41,0.05,10.54,432.14,410.53,3
1389,2026-06-12,2481,55,45,6,0.0,6.26,37.56,37.56,1
1390,2026-01-23,1748,62,29,27,0.05,7.28,196.56,186.73,3
1391,2026-03-06,162,12,49,1,0.08,3.79,3.79,3.49,4
1392,2026-01-10,1064,7,34,6,0.0,2.81,16.86,16.86,3
1393,2026-01-12,2953,28,60,36,0.05,7.94,285.84,271.55,4
1394,2026-02-24,1912,21,35,4,0.0,13.18,52.72,52.72,5
1395,2026-05-06,2606,50,36,45,0.0,7.46,335.7,335.7,1
1396,2026-01-15,1644,42,30,2,0.0,10.25,20.5,20.5,3
1397,2026-08-05,128,74,24,31,0.02,5.29,163.99,160.71,5
1398,2026-04-11,540,63,48,18,0.08,4.72,84.96,78.16,5
1399,2026-02-28,277,12,39,30,0.0,3.79,113.7,113.7,2
1400,2026-04-24,2205,68,24,31,0.0,10.13,314.03,314.03,5
1401,2026-06-23,2270,62,49,32,0.0,7.28,232.96,232.96,4
1402,2026-03-10,1372,31,7,28,0.1,4.2,117.6,105.84,1
1403,2026-01-11,2174,5,4,47,0.0,4.73,222.31,222.31,3
1404,2026-01-12,1655,64,39,25,0.08,7.94,198.5,182.62,2
1405,2026-07-07,2220,16,28,42,0.0,9.42,395.64,395.64,5
1406,2026-01-25,2018,18,48,21,0.02,9.0,189.0,185.22,5
1407,2026-05-20,1367,38,40,30,0.02,8.53,255.9,250.78,4
1408,2026-03-26,1959,7,47,34,0.1,2.81,95.54,85.99,3
1409,2026-06-21,956,32,16,19,0.0,5.34,101.46,101.46,4
1410,2026-01-14,2247,20,16,44,0.0,10.02,440.88,440.88,4
1411,2026-07-17,2741,5,16,14,0.02,4.73,66.22,64.9,4
1412,2026-06-03,621,73,39,41,0.0,8.39,343.99,343.99,2
1413,2026-04-09,2002,21,41,10,0.0,13.18,131.8,131.8,1
1414,2026-02-15,332,44,60,36,0.0,9.44,339.84,339.84,4
1415,2026-08-03,1133,66,14,41,0.05,3.13,128.33,121.91,4
1416,2026-03-08,2008,39,7,15,0.08,4.8,72.0,66.24,1
1417,2026-04-18,833,24,58,13,0.0,10.19,132.47,132.47,1
1418,2026-03-28,708,60,32,47,0.0,13.12,616.64,616.64,2
1419,2026-02-20,1152,56,23,32,0.05,6.11,195.52,185.74,1
1420,2026-04-02,344,1,19,43,0.1,3.6,154.8,139.32,5
1421,2026-02-03,1877,66,54,47,0.0,3.13,147.11,147.11,3
1422,2026-01-01,394,10,48,47,0.1,11.95,561.65,505.48,5
1423,2026-03-05,1000,60,11,41,0.0,13.12,537.92,537.92,3
1424,2026-01-25,939,8,20,31,0.02,9.49,294.19,288.31,3
1425,2026-04-02,2904,6,53,47,0.0,8.96,421.12,421.12,2
1426,2026-07-09,2976,10,45,17,0.02,11.95,203.15,199.09,1
1427,2026-02-05,238,60,49,27,0.0,13.12,354.24,354.24,4
1428,2026-01-01,472,37,10,23,0.0,7.86,180.78,180.78,1
1429,2026-01-25,2197,49,35,17,0.1,3.37,57.29,51.56,5
1430,2026-04-22,896,23,5,17,0.0,9.9,168.3,168.3,3
1431,2026-03-02,1933,10,28,48,0.0,11.95,573.6,573.6,5
1432,2026-04-18,2763,63,7,18,0.0,4.72,84.96,84.96,1
1433,2026-01-07,489,67,17,6,0.08,8.43,50.58,46.53,3
1434,2026-03-15,2890,68,16,21,0.02,10.13,212.73,208.48,4
1435,2026-04-01,158,6,12,19,0.02,8.96,170.24,166.84,5
1436,2026-04-05,687,74,51,46,0.0,5.29,243.34,243.34,4
1437,2026-05-02,1523,44,23,39,0.0,9.44,368.16,368.16,1
1438,2026-06-21,2642,16,10,25,0.1,9.42,235.5,211.95,1
1439,2026-04-13,1662,16,60,41,0.02,9.42,386.22,378.5,4
1440,2026-07-05,417,41,3,20,0.1,7.66,153.2,137.88,4
1441,2026-04-27,747,49,9,11,0.0,3.37,37.07,37.07,2
1442,2026-02-27,2285,4,52,32,0.0,5.58,178.56,178.56,1
1443,2026-02-20,1685,40,28,31,0.0,8.23,255.13,255.13,5
1444,2026-03-12,40,20,23,15,0.05,10.02,150.3,142.78,1
1445,2026-05-12,1505,74,19,9,0.0,5.29,47.61,47.61,5
1446,2026-02-23,1220,50,36,1,0.0,7.46,7.46,7.46,1
1447,2026-07-21,2,30,22,19,0.0,7.33,139.27,139.27,2
1448,2026-04-16,743,34,6,36,0.02,12.11,435.96,427.24,5
1449,2026-07-09,2807,67,58,40,0.0,8.43,337.2,337.2,1
1450,2026-05-31,2113,56,55,17,0.08,6.11,103.87,95.56,3
1451,2026-03-15,213,31,11,33,0.02,4.2,138.6,135.83,3
1452,2026-02-20,49,68,31,12,0.05,10.13,121.56,115.48,3
1453,2026-06-13,1038,50,28,10,0.0,7.46,74.6,74.6,5
1454,2026-03-14,1395,5,6,27,0.05,4.73,127.71,121.32,5
1455,2026-02-24,1361,51,24,16,0.0,9.95,159.2,159.2,5
1456,2026-07-24,2091,76,39,8,0.0,4.97,39.76,39.76,2
1457,2026-04-17,521,70,7,12,0.08,10.18,122.16,112.39,1
1458,2026-01-11,141,4,22,14,0.0,5.58,78.12,78.12,2
1459,2026-04-19,2019,71,16,16,0.08,5.85,93.6,86.11,4
1460,2026-04-12,2693,79,22,26,0.1,11.94,310.44,279.4,2
1461,2026-07-10,504,14,38,43,0.0,4.75,204.25,204.25,5
1462,2026-06-06,1084,52,25,48,0.1,10.54,505.92,455.33,4
1463,2026-02-12,1880,61,47,29,0.08,7.6,220.4,202.77,3
1464,2026-02-03,496,4,31,12,0.02,5.58,66.96,65.62,3
1465,2026-05-13,2580,67,42,10,0.0,8.43,84.3,84.3,4
1466,2026-01-11,677,32,38,23,0.0,5.34,122.82,122.82,5
1467,2026-03-12,1598,24,50,34,0.0,10.19,346.46,346.46,4
1468,2026-01-31,1017,21,9,26,0.02,13.18,342.68,335.83,2
1469,2026-01-05,2003,41,60,7,0.0,7.66,53.62,53.62,4
1470,2026-07-22,596,64,46,35,0.02,7.94,277.9,272.34,5
1471,2026-01-20,295,66,12,16,0.02,3.13,50.08,49.08,5
1472,2026-01-03,1532,19,2,26,0.05,3.17,82.42,78.3,4
1473,2026-07-25,2596,67,2,43,0.0,8.43,362.49,362.49,4
1474,2026-02-11,1899,67,42,36,0.0,8.43,303.48,303.48,4
1475,2026-06-29,2267,5,26,26,0.0,4.73,122.98,122.98,4
1476,2026-01-07,1301,25,11,43,0.1,12.55,539.65,485.68,3
1477,2026-02-03,421,2,20,10,0.08,9.61,96.1,88.41,3
1478,2026-01-25,1282,80,27,14,0.1,3.52,49.28,44.35,3
1479,2026-06-05,2963,38,3,14,0.1,8.53,119.42,107.48,4
1480,2026-05-17,2346,22,34,41,0.1,12.74,522.34,470.11,3
1481,2026-04-15,2111,72,3,42,0.0,5.41,227.22,227.22,4
1482,2026-02-23,904,55,39,13,0.1,6.26,81.38,73.24,2
1483,2026-01-20,1799,76,4,10,0.0,4.97,49.7,49.7,3
1484,2026-05-06,1869,65,48,40,0.0,7.95,318.0,318.0,5
1485,2026-02-20,1963,77,16,23,0.0,8.09,186.07,186.07,4
1486,2026-05-10,2679,18,31,32,0.0,9.0,288.0,288.0,3
1487,2026-06-01,2045,17,24,10,0.08,6.96,69.6,64.03,5
1488,2026-07-06,665,7,53,28,0.08,2.81,78.68,72.39,2
1489,2026-04-19,665,28,48,34,0.0,7.94,269.96,269.96,5
1490,2026-01-02,1860,45,58,23,0.02,10.01,230.23,225.63,1
1491,2026-03-03,2599,46,43,41,0.0,4.08,167.28,167.28,4
1492,2026-07-07,2844,55,59,27,0.1,6.26,169.02,152.12,4
1493,2026-04-28,1829,59,14,27,0.05,3.49,94.23,89.52,4
1494,2026-05-17,1590,66,20,12,0.0,3.13,37.56,37.56,3
1495,2026-04-11,2449,42,49,33,0.08,10.25,338.25,311.19,4
1496,2026-02-05,2931,22,2,25,0.0,12.74,318.5,318.5,4
1497,2026-07-17,84,36,11,32,0.0,3.74,119.68,119.68,3
1498,2026-06-20,931,70,43,30,0.05,10.18,305.4,290.13,4
1499,2026-08-07,1002,66,24,19,0.0,3.13,59.47,59.47,5
1500,2026-07-08,1693,74,16,19,0.0,5.29,100.51,100.51,4
1501,2026-03-06,885,44,19,16,0.1,9.44,151.04,135.94,5
1502,2026-02-25,934,63,47,19,0.0,4.72,89.68,89.68,3
1503,2026-02-24,74,34,29,42,0.0,12.11,508.62,508.62,3
1504,2026-07-22,12,1,1,18,0.02,3.6,64.8,63.5,1
1505,2026-05-03,1350,60,31,6,0.0,13.12,78.72,78.72,3
1506,2026-04-10,2992,7,47,41,0.08,2.81,115.21,105.99,3
1507,2026-08-02,887,51,10,11,0.08,9.95,109.45,100.69,1
1508,2026-05-13,721,80,5,19,0.02,3.52,66.88,65.54,3
1509,2026-07-20,794,3,38,10,0.02,6.04,60.4,59.19,5
1510,2026-08-05,2920,59,53,29,0.0,3.49,101.21,101.21,2
1511,2026-01-18,1992,70,5,14,0.05,10.18,142.52,135.39,3
1512,2026-03-21,1960,51,40,48,0.08,9.95,477.6,439.39,4
1513,2026-06-11,569,56,47,21,0.1,6.11,128.31,115.48,3
1514,2026-06-28,2712,73,10,2,0.08,8.39,16.78,15.44,1
1515,2026-02-02,591,63,16,28,0.0,4.72,132.16,132.16,4
1516,2026-03-12,2902,4,31,11,0.02,5.58,61.38,60.15,3
1517,2026-05-01,2858,62,37,18,0.0,7.28,131.04,131.04,5
1518,2026-06-25,1704,61,31,46,0.05,7.6,349.6,332.12,3
1519,2026-01-25,2605,19,12,9,0.1,3.17,28.53,25.68,5
1520,2026-05-13,3000,53,53,36,0.0,9.13,328.68,328.68,2
1521,2026-03-07,1742,68,26,34,0.08,10.13,344.42,316.87,4
1522,2026-02-17,2302,68,32,19,0.0,10.13,192.47,192.47,2
1523,2026-04-24,1772,70,33,22,0.08,10.18,223.96,206.04,1
1524,2026-04-02,1572,63,34,5,0.08,4.72,23.6,21.71,3
1525,2026-05-20,1005,10,18,24,0.08,11.95,286.8,263.86,1
1526,2026-03-11,1965,39,20,26,0.0,4.8,124.8,124.8,3
1527,2026-07-01,802,19,9,30,0.08,3.17,95.1,87.49,2
1528,2026-01-18,583,6,44,39,0.1,8.96,349.44,314.5,2
1529,2026-07-09,827,22,19,46,0.0,12.74,586.04,586.04,5
1530,2026-01-07,34,73,4,21,0.1,8.39,176.19,158.57,3
1531,2026-06-11,2802,48,3,44,0.0,7.79,342.76,342.76,4
1532,2026-03-18,771,62,59,42,0.0,7.28,305.76,305.76,4
1533,2026-03-26,2400,41,26,16,0.0,7.66,122.56,122.56,4
1534,2026-01-05,1305,29,37,15,0.0,9.08,136.2,136.2,5
1535,2026-06-04,1019,39,33,27,0.02,4.8,129.6,127.01,1
1536,2026-02-06,685,79,51,25,0.08,11.94,298.5,274.62,4
1537,2026-05-26,2463,23,54,19,0.08,9.9,188.1,173.05,3
1538,2026-06-09,1543,25,47,5,0.08,12.55,62.75,57.73,3
1539,2026-07-05,1350,68,59,39,0.08,10.13,395.07,363.46,4
1540,2026-06-05,1974,30,14,26,0.0,7.33,190.58,190.58,4
1541,2026-03-08,2408,73,27,9,0.02,8.39,75.51,74.0,3
1542,2026-06-12,1968,78,18,43,0.02,2.4,103.2,101.14,1
1543,2026-07-01,1404,6,50,46,0.0,8.96,412.16,412.16,4
1544,2026-03-11,2682,54,17,8,0.0,3.71,29.68,29.68,3
1545,2026-01-28,2687,8,48,26,0.0,9.49,246.74,246.74,5
1546,2026-07-15,2899,71,14,30,0.0,5.85,175.5,175.5,4
1547,2026-02-02,274,10,42,12,0.02,11.95,143.4,140.53,4
1548,2026-05-11,2673,72,1,16,0.02,5.41,86.56,84.83,1
1549,2026-02-21,580,62,48,19,0.02,7.28,138.32,135.55,5
1550,2026-01-28,1861,43,50,18,0.0,12.22,219.96,219.96,4
1551,2026-06-20,1974,17,34,34,0.1,6.96,236.64,212.98,3
1552,2026-02-01,618,22,33,1,0.0,12.74,12.74,12.74,1
1553,2026-05-28,25,35,28,32,0.05,12.35,395.2,375.44,5
1554,2026-06-02,2831,68,36,27,0.02,10.13,273.51,268.04,1
1555,2026-01-14,2674,72,34,38,0.0,5.41,205.58,205.58,3
1556,2026-02-08,525,41,30,49,0.0,7.66,375.34,375.34,3
1557,2026-06-24,1804,19,32,22,0.05,3.17,69.74,66.25,2
1558,2026-04-22,455,46,8,8,0.0,4.08,32.64,32.64,4
1559,2026-01-27,1700,67,28,22,0.0,8.43,185.46,185.46,5
1560,2026-08-07,953,44,27,12,0.05,9.44,113.28,107.62,3
1561,2026-02-28,2256,72,54,25,0.08,5.41,135.25,124.43,3
1562,2026-01-01,1721,1,18,12,0.08,3.6,43.2,39.74,1
1563,2026-07-23,1495,41,59,1,0.02,7.66,7.66,7.51,4
1564,2026-01-04,2045,4,54,28,0.02,5.58,156.24,153.12,3
1565,2026-05-02,1428,49,47,16,0.05,3.37,53.92,51.22,3
1566,2026-08-07,40,50,43,10,0.05,7.46,74.6,70.87,4
1567,2026-05-08,1788,25,20,1,0.0,12.55,12.55,12.55,3
1568,2026-05-09,2335,64,10,47,0.0,7.94,373.18,373.18,1
1569,2026-03-27,1472,77,48,42,0.1,8.09,339.78,305.8,5
1570,2026-01-28,526,37,43,35,0.1,7.86,275.1,247.59,4
1571,2026-05-06,24,35,50,19,0.0,12.35,234.65,234.65,4
1572,2026-07-17,890,16,33,31,0.0,9.42,292.02,292.02,1
1573,2026-01-21,2305,3,54,27,0.1,6.04,163.08,146.77,3
1574,2026-07-13,967,33,5,1,0.0,12.02,12.02,12.02,3
1575,2026-04-02,2869,36,7,45,0.0,3.74,168.3,168.3,1
1576,2026-04-28,998,62,5,24,0.0,7.28,174.72,174.72,3
1577,2026-02-06,1283,69,20,23,0.08,6.21,142.83,131.4,3
1578,2026-05-17,2282,9,9,40,0.0,8.06,322.4,322.4,2
1579,2026-02-10,1842,13,3,35,0.0,10.13,354.55,354.55,4
1580,2026-03-02,123,45,49,25,0.05,10.01,250.25,237.74,4
1581,2026-06-08,229,31,10,42,0.0,4.2,176.4,176.4,1
1582,2026-01-12,590,57,50,37,0.1,4.61,170.57,153.51,4
1583,2026-04-09,2615,26,39,29,0.08,2.42,70.18,64.57,2
1584,2026-05-11,67,34,37,34,0.05,12.11,411.74,391.15,5
1585,2026-01-30,215,36,8,9,0.02,3.74,33.66,32.99,4
1586,2026-03-06,2335,49,1,46,0.0,3.37,155.02,155.02,1
1587,2026-03-17,1869,6,9,44,0.05,8.96,394.24,374.53,2
1588,2026-05-26,2952,71,20,18,0.08,5.85,105.3,96.88,3
1589,2026-08-03,659,28,58,2,0.02,7.94,15.88,15.56,1
1590,2026-07-03,1979,18,25,41,0.0,9.0,369.0,369.0,4
1591,2026-02-11,404,52,14,25,0.0,10.54,263.5,263.5,4
1592,2026-01-04,1771,11,18,13,0.05,5.57,72.41,68.79,1
1593,2026-01-12,319,48,21,49,0.1,7.79,381.71,343.54,3
1594,2026-05-12,2725,5,35,28,0.02,4.73,132.44,129.79,5
1595,2026-02-04,1248,22,49,11,0.05,12.74,140.14,133.13,4
1596,2026-02-20,765,59,4,31,0.02,3.49,108.19,106.03,3
1597,2026-07-06,2954,30,47,38,0.02,7.33,278.54,272.97,3
1598,2026-07-12,200,73,2,22,0.0,8.39,184.58,184.58,4
1599,2026-07-04,2400,29,20,34,0.0,9.08,308.72,308.72,3
1600,2026-02-25,1530,56,36,6,0.1,6.11,36.66,32.99,1
1601,2026-05-17,2063,3,7,14,0.1,6.04,84.56,76.1,1
1602,2026-05-15,782,79,16,22,0.0,11.94,262.68,262.68,4
1603,2026-02-10,2645,50,39,6,0.05,7.46,44.76,42.52,2
1604,2026-05-02,1354,57,42,10,0.05,4.61,46.1,43.8,4
1605,2026-04-26,1256,27,5,27,0.1,7.64,206.28,185.65,3
1606,2026-03-29,1369,24,47,24,0.0,10.19,244.56,244.56,3
1607,2026-06-15,890,35,25,18,0.0,12.35,222.3,222.3,4
1608,2026-05-30,957,21,37,2,0.02,13.18,26.36,25.83,5
1609,2026-04-28,421,2,13,20,0.02,9.61,192.2,188.36,4
1610,2026-06-09,1459,54,60,24,0.08,3.71,89.04,81.92,4
1611,2026-06-17,1425,58,46,49,0.0,6.97,341.53,341.53,5
1612,2026-05-05,1141,55,39,19,0.05,6.26,118.94,112.99,2
1613,2026-02-28,2957,45,12,26,0.08,10.01,260.26,239.44,5
1614,2026-06-16,340,42,47,1,0.0,10.25,10.25,10.25,3
1615,2026-06-07,2731,79,23,9,0.02,11.94,107.46,105.31,1
1616,2026-08-05,2601,43,39,31,0.05,12.22,378.82,359.88,2
1617,2026-02-02,67,57,40,24,0.08,4.61,110.64,101.79,4
1618,2026-04-03,2104,34,49,16,0.08,12.11,193.76,178.26,4
1619,2026-07-23,628,3,51,20,0.0,6.04,120.8,120.8,4
1620,2026-04-24,124,28,24,29,0.0,7.94,230.26,230.26,5
1621,2026-07-27,2584,58,5,22,0.0,6.97,153.34,153.34,3
1622,2026-01-03,348,51,27,44,0.0,9.95,437.8,437.8,3
1623,2026-01-08,897,56,25,11,0.02,6.11,67.21,65.87,4
1624,2026-06-25,290,60,21,43,0.02,13.12,564.16,552.88,3
1625,2026-03-20,426,18,30,46,0.0,9.0,414.0,414.0,3
1626,2026-04-25,186,66,35,25,0.02,3.13,78.25,76.68,5
1627,2026-04-05,2528,58,38,9,0.05,6.97,62.73,59.59,5
1628,2026-03-31,178,25,23,24,0.0,12.55,301.2,301.2,1
1629,2026-07-26,2278,41,37,45,0.0,7.66,344.7,344.7,5
1630,2026-01-21,472,69,60,27,0.05,6.21,167.67,159.29,4
1631,2026-06-19,2745,14,40,31,0.0,4.75,147.25,147.25,4
1632,2026-07-15,2544,25,37,20,0.05,12.55,251.0,238.45,5
1633,2026-05-25,1889,16,18,29,0.08,9.42,273.18,251.33,1
1634,2026-03-28,2485,25,21,15,0.0,12.55,188.25,188.25,3
1635,2026-02-05,896,17,4,13,0.0,6.96,90.48,90.48,3
1636,2026-05-31,2350,65,31,8,0.0,7.95,63.6,63.6,3
1637,2026-04-14,665,80,5,35,0.05,3.52,123.2,117.04,3
1638,2026-02-02,1845,78,47,45,0.0,2.4,108.0,108.0,3
1639,2026-03-21,2759,29,58,18,0.1,9.08,163.44,147.1,1
1640,2026-07-31,2171,75,49,4,0.0,5.8,23.2,23.2,4
1641,2026-02-28,809,7,10,20,0.02,2.81,56.2,55.08,1
1642,2026-02-09,2216,9,39,17,0.1,8.06,137.02,123.32,2
1643,2026-05-31,2650,27,26,31,0.08,7.64,236.84,217.89,4
1644,2026-02-13,2668,24,1,9,0.0,10.19,91.71,91.71,1
1645,2026-07-22,2218,74,43,39,0.0,5.29,206.31,206.31,4
1646,2026-07-08,2198,61,53,3,0.0,7.6,22.8,22.8,2
1647,2026-08-05,2355,61,28,19,0.1,7.6,144.4,129.96,5
1648,2026-07-20,2210,65,55,9,0.08,7.95,71.55,65.83,3
1649,2026-02-23,402,59,4,43,0.0,3.49,150.07,150.07,3
1650,2026-02-16,2413,41,53,23,0.02,7.66,176.18,172.66,2
1651,2026-03-17,540,5,41,45,0.02,4.73,212.85,208.59,1
1652,2026-04-14,1670,2,41,28,0.08,9.61,269.08,247.55,1
1653,2026-07-13,1019,79,31,38,0.0,11.94,453.72,453.72,3
1654,2026-06-11,640,41,2,44,0.02,7.66,337.04,330.3,4
1655,2026-05-22,846,77,28,41,0.08,8.09,331.69,305.15,5
1656,2026-07-13,254,3,58,34,0.1,6.04,205.36,184.82,1
1657,2026-05-23,1319,51,28,39,0.0,9.95,388.05,388.05,5
1658,2026-03-25,1258,23,5,40,0.0,9.9,396.0,396.0,3
1659,2026-04-01,1211,30,30,33,0.05,7.33,241.89,229.8,3
1660,2026-04-24,276,53,9,28,0.05,9.13,255.64,242.86,2
1661,2026-01-20,1821,40,26,25,0.1,8.23,205.75,185.18,4
1662,2026-06-13,508,11,38,10,0.0,5.57,55.7,55.7,5
1663,2026-05-24,2568,80,5,29,0.0,3.52,102.08,102.08,3
1664,2026-06-10,72,57,28,42,0.02,4.61,193.62,189.75,5
1665,2026-04-28,166,29,31,42,0.02,9.08,381.36,373.73,3
1666,2026-06-22,901,50,46,24,0.0,7.46,179.04,179.04,5
1667,2026-07-28,1224,13,5,24,0.0,10.13,243.12,243.12,3
1668,2026-05-06,2910,35,38,38,0.02,12.35,469.3,459.91,5
1669,2026-04-08,1576,34,38,49,0.0,12.11,593.39,593.39,5
1670,2026-01-24,1137,30,1,1,0.02,7.33,7.33,7.18,1
1671,2026-06-21,2513,39,8,35,0.0,4.8,168.0,168.0,4
1672,2026-07-18,723,74,39,22,0.0,5.29,116.38,116.38,2
1673,2026-06-03,2692,1,52,12,0.0,3.6,43.2,43.2,1
1674,2026-07-10,1211,45,52,17,0.0,10.01,170.17,170.17,1
1675,2026-07-09,939,76,47,49,0.05,4.97,243.53,231.35,3
1676,2026-06-25,905,72,52,15,0.02,5.41,81.15,79.53,1
1677,2026-04-21,30,72,37,25,0.0,5.41,135.25,135.25,5
1678,2026-01-22,2022,33,10,34,0.08,12.02,408.68,375.99,1
1679,2026-01-01,1732,46,32,13,0.0,4.08,53.04,53.04,2
1680,2026-02-14,1904,48,21,41,0.05,7.79,319.39,303.42,3
1681,2026-04-05,1956,68,16,4,0.1,10.13,40.52,36.47,4
1682,2026-06-13,83,77,8,43,0.08,8.09,347.87,320.04,4
1683,2026-04-11,2633,21,2,35,0.0,13.18,461.3,461.3,4
1684,2026-01-06,1534,10,46,40,0.02,11.95,478.0,468.44,5
1685,2026-02-16,2075,22,11,5,0.0,12.74,63.7,63.7,3
1686,2026-08-04,109,22,38,40,0.0,12.74,509.6,509.6,5
1687,2026-08-06,2284,25,19,14,0.1,12.55,175.7,158.13,5
1688,2026-03-24,2033,74,30,41,0.05,5.29,216.89,206.05,3
1689,2026-06-27,1106,18,24,18,0.02,9.0,162.0,158.76,5
1690,2026-06-08,2808,34,18,34,0.0,12.11,411.74,411.74,1
1691,2026-07-24,1953,29,29,49,0.02,9.08,444.92,436.02,3
1692,2026-07-15,2723,22,48,38,0.05,12.74,484.12,459.91,5
1693,2026-05-19,2465,16,31,4,0.05,9.42,37.68,35.8,3
1694,2026-03-28,618,80,48,11,0.0,3.52,38.72,38.72,5
1695,2026-05-18,2990,51,55,7,0.1,9.95,69.65,62.69,3
1696,2026-03-12,2228,9,30,47,0.02,8.06,378.82,371.24,3
1697,2026-03-18,570,53,49,16,0.0,9.13,146.08,146.08,4
1698,2026-05-14,2380,49,8,25,0.08,3.37,84.25,77.51,4
1699,2026-05-06,1288,29,34,29,0.02,9.08,263.32,258.05,3
1700,2026-05-08,2594,64,28,13,0.0,7.94,103.22,103.22,5
1701,2026-03-26,520,65,1,19,0.1,7.95,151.05,135.95,1
1702,2026-04-01,779,63,54,23,0.1,4.72,108.56,97.7,3
1703,2026-01-03,1043,52,45,1,0.1,10.54,10.54,9.49,1
1704,2026-05-13,1353,36,36,41,0.0,3.74,153.34,153.34,1
1705,2026-05-07,1894,17,42,45,0.1,6.96,313.2,281.88,4
1706,2026-07-25,665,4,46,34,0.0,5.58,189.72,189.72,5
1707,2026-04-21,2117,74,47,22,0.0,5.29,116.38,116.38,3
1708,2026-04-13,73,68,18,8,0.05,10.13,81.04,76.99,1
1709,2026-01-15,994,17,26,17,0.02,6.96,118.32,115.95,4
1710,2026-02-13,1978,65,21,22,0.08,7.95,174.9,160.91,3
1711,2026-03-16,795,4,55,10,0.05,5.58,55.8,53.01,3
1712,2026-03-24,1295,19,8,38,0.0,3.17,120.46,120.46,4
1713,2026-03-21,1819,13,55,23,0.0,10.13,232.99,232.99,3
1714,2026-03-28,745,28,21,35,0.0,7.94,277.9,277.9,3
1715,2026-06-19,2894,26,47,26,0.0,2.42,62.92,62.92,3
1716,2026-01-29,2542,42,11,10,0.02,10.25,102.5,100.45,3
1717,2026-03-15,2914,37,51,32,0.1,7.86,251.52,226.37,4
1718,2026-02-05,1488,10,33,37,0.0,11.95,442.15,442.15,1
1719,2026-03-09,1031,12,60,21,0.0,3.79,79.59,79.59,4
1720,2026-05-31,2984,66,24,34,0.02,3.13,106.42,104.29,5
1721,2026-01-11,2186,44,60,49,0.0,9.44,462.56,462.56,4
1722,2026-03-16,2381,74,51,12,0.08,5.29,63.48,58.4,4
1723,2026-01-06,549,11,1,44,0.0,5.57,245.08,245.08,1
1724,2026-07-30,2608,25,23,16,0.0,12.55,200.8,200.8,1
1725,2026-06-09,1585,13,25,3,0.05,10.13,30.39,28.87,4
1726,2026-02-23,2320,74,13,21,0.0,5.29,111.09,111.09,4
1727,2026-02-13,2476,13,53,41,0.02,10.13,415.33,407.02,2
1728,2026-01-22,318,65,6,34,0.05,7.95,270.3,256.79,5
1729,2026-04-15,298,16,16,17,0.0,9.42,160.14,160.14,4
1730,2026-06-15,196,59,16,47,0.02,3.49,164.03,160.75,4
1731,2026-05-09,1929,37,26,49,0.1,7.86,385.14,346.63,4
1732,2026-07-13,2746,78,42,49,0.02,2.4,117.6,115.25,4
1733,2026-03-17,91,6,1,28,0.0,8.96,250.88,250.88,1
1734,2026-03-03,415,26,38,34,0.08,2.42,82.28,75.7,5
1735,2026-04-16,1458,58,25,26,0.0,6.97,181.22,181.22,4
1736,2026-02-14,1174,74,38,21,0.08,5.29,111.09,102.2,5
